source_file,kind,name,section,start_line,end_line,span,proof_start,proof_end,proof_span,proof_body_nonblank,terminal,internal_callees,internal_callers,qualified_external_use_count,qualified_external_locations,unique_unqualified_external_use_count,unique_unqualified_external_locations,reachable_from_external_entry,"responsibility","external_status","assessment","priority","rewrite_risk","recommendation"
"src/TilingWitness.v","Fixpoint","eval_tile_links","tile evaluation","196","203","8","","","0","0","definition","eval_tile_parent;tile_link","eval_lift_access_row_after_env;eval_lift_base_row_after_env;eval_statement_tiling_access_row_sound;eval_statement_tiling_base_row_sound;eval_tile_links_length;lift_point;lift_point_suffix","0","","67","./src/TilingRelation.v:1098;./src/TilingRelation.v:1123;./src/TilingRelation.v:1251;./src/TilingRelation.v:1310;./src/TilingRelation.v:1337;./src/TilingRelation.v:1425;./src/TilingRelation.v:1498;./src/TilingRelation.v:1508;./src/TilingRelation.v:1520;./src/TilingRelation.v:1538;./src/TilingRelation.v:1579;./src/TilingRelation.v:1653;./src/TilingRelation.v:1662;./src/TilingRelation.v:1784;./src/TilingRelation.v:1925;./src/TilingRelation.v:2656;./src/TilingRelation.v:3178;./src/TilingRelation.v:3189;./src/TilingRelation.v:3823;./src/TilingRelation.v:3834;./src/TilingRelation.v:4616;./src/TilingRelation.v:4621;./src/TilingRelation.v:5067;./src/TilingBandMixedSecondValidator.v:1197;./src/TilingBandMixedSecondValidator.v:1212;./src/TilingBandMixedSecondValidator.v:1236;./src/TilingBandMixedSecondValidator.v:1252;./src/TilingBandMixedSecondValidator.v:2497;./src/TilingBandMixedSecondValidator.v:2512;./src/TilingBandScheduleValidator.v:3139;./src/TilingBandScheduleValidator.v:3207;./src/TilingBandScheduleValidator.v:3908;./src/TilingBandScheduleValidator.v:3980;./src/TilingBandScheduleValidator.v:7637;./src/TilingBandScheduleValidator.v:7638;./src/TilingBandScheduleValidator.v:7671;./src/TilingBandScheduleValidator.v:7672;./src/TilingBandScheduleValidator.v:8089;./src/TilingBandScheduleValidator.v:8090;./src/TilingBandScheduleValidator.v:11522;./src/TilingBandScheduleValidator.v:11538;./src/TilingBandScheduleValidator.v:12332;./src/TilingBandScheduleValidator.v:12346;./src/TilingBandScheduleValidator.v:12369;./src/TilingBandScheduleValidator.v:12385;./src/TilingBandScheduleValidator.v:18036;./src/TilingBandScheduleValidator.v:18054;./src/TilingBandScheduleValidator.v:19859;./src/TilingBandScheduleValidator.v:19877;./src/TilingBandScheduleValidator.v:19904;./src/TilingBandScheduleValidator.v:19921;./src/TilingBandScheduleValidator.v:22953;./src/TilingBandScheduleValidator.v:23462;./src/TilingBandScheduleValidator.v:23480;./src/TilingBandScheduleValidator.v:25278;./src/TilingBandScheduleValidator.v:26191;./src/TilingBandScheduleValidator.v:26302;./src/TilingBandScheduleValidator.v:26985;./src/TilingBandScheduleValidator.v:27003;./src/TilingBandScheduleValidator.v:27934;./src/TilingBandScheduleValidator.v:27952;./src/TilingList.v:12;./src/TilingList.v:17;./src/TilingList.v:24;./src/TilingList.v:30;./src/TilingList.v:35;./src/TilingList.v:38","yes","tile evaluation","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Fixpoint","eval_tile_trace","tile evaluation","205","213","9","","","0","0","definition","eval_tile_parent;tile_link;tile_trace_step","eval_tile_trace_rows_hold;eval_tile_trace_sound;statement_tiling_rows_hold","0","","0","","no","tile evaluation","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Definition","lift_point","tile evaluation","215","216","2","","","0","0","definition","eval_tile_links;tile_link","eval_lift_access_row_after_env;eval_lift_base_row_after_env;eval_statement_tiling_access_row_sound;eval_statement_tiling_base_row_sound;eval_statement_tiling_witness;lift_point_suffix","0","","18","./src/TilingRelation.v:1231;./src/TilingRelation.v:1417;./src/TilingRelation.v:1637;./src/TilingRelation.v:1890;./src/TilingRelation.v:1917;./src/TilingRelation.v:1975;./src/TilingRelation.v:1998;./src/TilingRelation.v:2137;./src/TilingRelation.v:2647;./src/TilingRelation.v:4404;./src/TilingRelation.v:4610;./src/TilingRelation.v:4819;./src/TilingRelation.v:4837;./src/TilingRelation.v:5058;./src/TilingRelation.v:5152;./src/TilingRelation.v:5187;./src/TilingRelation.v:5601;./src/PointWitness.v:186","yes","tile evaluation","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Fixpoint","well_formed_tile_links","tile evaluation","218","224","7","","","0","0","definition","tile_link","well_formed_statement_tiling_witness","0","","9","./src/TilingRelation.v:1116;./src/TilingRelation.v:1242;./src/TilingBoolChecker.v:98;./src/TilingBandScheduleValidator.v:3134;./src/TilingBandScheduleValidator.v:3195;./src/TilingBandScheduleValidator.v:3903;./src/TilingBandScheduleValidator.v:3987;./src/TilingBandScheduleValidator.v:15645;./src/TilingBandScheduleValidator.v:19066","yes","tile evaluation","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Definition","well_formed_statement_tiling_witness","tile evaluation","226","227","2","","","0","0","definition","statement_tiling_witness;well_formed_tile_links","","0","","15","./src/TilingRelation.v:88;./src/TilingRelation.v:1226;./src/TilingRelation.v:1341;./src/TilingBandScheduleValidator.v:3975;./src/TilingBandScheduleValidator.v:3986;./src/TilingBandScheduleValidator.v:7630;./src/TilingBandScheduleValidator.v:7659;./src/TilingBandScheduleValidator.v:7660;./src/TilingBandScheduleValidator.v:8074;./src/TilingBandScheduleValidator.v:8075;./src/TilingBandScheduleValidator.v:15702;./src/TilingBandScheduleValidator.v:22943;./src/TilingBandScheduleValidator.v:25267;./src/TilingBandScheduleValidator.v:26180;./src/WitnessedPolyLangDesign.v:67","yes","tile evaluation","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Definition","eval_statement_tiling_witness","tile evaluation","229","231","3","","","0","0","definition","lift_point;statement_tiling_witness","eval_lift_access_row_after_env;eval_lift_base_row_after_env;eval_statement_tiling_access_row_sound;eval_statement_tiling_access_rows_sound;eval_statement_tiling_base_row_sound;eval_statement_tiling_base_rows_sound;eval_statement_tiling_witness_suffix;eval_statement_tiling_witness_with_env;statement_tiling_core_sound","0","","18","./src/TilingRelation.v:1230;./src/TilingRelation.v:1416;./src/TilingRelation.v:1636;./src/TilingRelation.v:1889;./src/TilingRelation.v:1916;./src/TilingRelation.v:1974;./src/TilingRelation.v:1997;./src/TilingRelation.v:2136;./src/TilingRelation.v:2646;./src/TilingRelation.v:4403;./src/TilingRelation.v:4609;./src/TilingRelation.v:4818;./src/TilingRelation.v:4836;./src/TilingRelation.v:5057;./src/TilingRelation.v:5151;./src/TilingRelation.v:5186;./src/TilingRelation.v:5600;./src/PointWitness.v:186","yes","tile evaluation","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Lemma","eval_tile_links_length","tile evaluation","233","242","10","236","242","7","5","Qed","eval_tile_links","eval_lift_access_row_after_env;eval_lift_base_row_after_env;eval_statement_tiling_access_row_sound;eval_statement_tiling_base_row_sound;lift_point_suffix","0","","14","./src/TilingRelation.v:1144;./src/TilingRelation.v:1429;./src/TilingRelation.v:1523;./src/TilingRelation.v:1893;./src/TilingRelation.v:1928;./src/TilingRelation.v:1977;./src/TilingRelation.v:2000;./src/TilingRelation.v:2140;./src/TilingRelation.v:4626;./src/TilingRelation.v:4848;./src/TilingRelation.v:5189;./src/TilingRelation.v:5604;./src/PointWitness.v:184;./src/TilingList.v:19","yes","tile evaluation","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Lemma","dot_product_repeat_zero_app","dot-product utilities","244","260","17","248","260","13","11","Qed","dot_product","eval_lift_access_row;eval_lift_base_row","0","","0","","no","dot-product utilities","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","dot_product_app_exact","dot-product utilities","262","275","14","267","275","9","7","Qed","dot_product","dot_product_insert_zeros_at;dot_product_split_firstn_skipn","6","./src/TilingRelation.v:867;./src/TilingRelation.v:876;./src/TilingRelation.v:963;./src/TilingRelation.v:974;./src/TilingBandScheduleValidator.v:3069;./src/TilingBandScheduleValidator.v:3873","0","","yes","dot-product utilities","direct repository consumer","duplicates Linalg.dot_product_app and is used by TilingRelation and the band validator","P1","medium","retain the public theorem and discharge it through the shared Linalg result after dot-product compatibility is established"
"src/TilingWitness.v","Lemma","dot_product_cons_singleton","dot-product utilities","277","285","9","281","285","5","3","Qed","dot_product","","2","./src/TilingRelation.v:875;./src/TilingRelation.v:973","0","","yes","dot-product utilities","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Lemma","dot_product_split_firstn_skipn","dot-product utilities","287","301","15","293","301","9","7","Qed","dot_product;dot_product_app_exact","","6","./src/TilingRelation.v:892;./src/TilingRelation.v:907;./src/TilingRelation.v:997;./src/TilingRelation.v:1011;./src/TilingBandScheduleValidator.v:3070;./src/TilingBandScheduleValidator.v:3874","0","","yes","dot-product utilities","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Lemma","dot_product_repeat_zero_exact","dot-product utilities","303","317","15","307","317","11","9","Qed","dot_product","dot_product_insert_zeros_at","6","./src/TilingRelation.v:882;./src/TilingRelation.v:981;./src/TilingBandScheduleValidator.v:3075;./src/TilingBandScheduleValidator.v:3090;./src/TilingBandScheduleValidator.v:3111;./src/TilingBandScheduleValidator.v:3879","0","","yes","dot-product utilities","direct repository consumer","duplicates Linalg zero-dot-product support and has qualified downstream users","P1","medium","retain as a compatibility wrapper over the shared result"
"src/TilingWitness.v","Lemma","dot_product_insert_zeros_at","dot-product utilities","319","374","56","326","374","49","47","Qed","dot_product;dot_product_app_exact;dot_product_repeat_zero_exact;insert_zeros_at","eval_lift_access_row_after_env;eval_lift_base_row_after_env","0","","0","","no","dot-product utilities","exported API; no repository consumer found","49-line list-algebra proof belongs to an exported but repository-unconsumed environment-lifting branch","P1","medium","first add a prefix-splitting lemma with only prefix-length and prefix-bounds hypotheses; later consider delegating to Linalg while preserving this name as a wrapper"
"src/TilingWitness.v","Lemma","eval_lift_base_row","row lifting semantics","376","387","12","380","387","8","6","Qed","dot_product_repeat_zero_app;eval_affine;lift_base_row","lift_base_row_sound","0","","0","","no","row lifting semantics","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","lift_base_row_sound","row lifting semantics","389","398","10","393","398","6","4","Qed","affine_row_holds;eval_lift_base_row;lift_base_row","eval_statement_tiling_base_row_sound","0","","0","","no","row lifting semantics","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_lift_access_row","row lifting semantics","400","411","12","404","411","8","6","Qed","dot_product_repeat_zero_app;eval_access_row;lift_access_row","lift_access_row_sound","0","","0","","no","row lifting semantics","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","lift_access_row_sound","row lifting semantics","413","422","10","417","422","6","4","Qed","access_row_holds;eval_lift_access_row;lift_access_row","eval_statement_tiling_access_row_sound","0","","0","","no","row lifting semantics","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","lift_point_suffix","row lifting semantics","424","439","16","427","439","13","11","Qed","eval_tile_links;eval_tile_links_length;lift_point","eval_statement_tiling_witness_suffix","0","","0","","no","row lifting semantics","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_tile_trace_sound","trace and row correctness","441","456","16","446","456","11","9","Qed","eval_tile_parent;eval_tile_parent_interval;eval_tile_trace;tile_link_interval_holds","","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Definition","tile_trace_step_rows_hold","trace and row correctness","458","460","3","","","0","0","definition","lower_link_row_holds;tile_trace_step;upper_link_row_holds","eval_tile_trace_rows_hold;tile_trace_rows_hold","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Fixpoint","tile_trace_rows_hold","trace and row correctness","462","467","6","","","0","0","definition","tile_trace_step;tile_trace_step_rows_hold","eval_tile_trace_rows_hold;statement_tiling_rows_hold","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_tile_trace_rows_hold","trace and row correctness","469","491","23","473","491","19","17","Qed","eval_tile_parent_interval;eval_tile_trace;interval_implies_lower_link_row;interval_implies_upper_link_row;tile_trace_rows_hold;tile_trace_step_rows_hold","eval_statement_tiling_rows_hold","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_statement_tiling_witness_suffix","trace and row correctness","493","499","7","496","499","4","2","Qed","eval_statement_tiling_witness;lift_point_suffix","","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Definition","statement_tiling_rows_hold","trace and row correctness","501","503","3","","","0","0","definition","eval_tile_trace;statement_tiling_witness;tile_trace_rows_hold","eval_statement_tiling_rows_hold;statement_tiling_core_sound","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_statement_tiling_rows_hold","trace and row correctness","505","514","10","509","514","6","4","Qed","eval_tile_trace_rows_hold;statement_tiling_rows_hold","statement_tiling_core_sound","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_statement_tiling_base_row_sound","trace and row correctness","516","534","19","523","534","12","10","Qed","affine_row_holds;eval_statement_tiling_witness;eval_tile_links;eval_tile_links_length;lift_base_row;lift_base_row_sound;lift_point","eval_statement_tiling_base_rows_sound","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_statement_tiling_access_row_sound","trace and row correctness","536","555","20","544","555","12","10","Qed","access_row_holds;eval_statement_tiling_witness;eval_tile_links;eval_tile_links_length;lift_access_row;lift_access_row_sound;lift_point","eval_statement_tiling_access_rows_sound","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_statement_tiling_base_rows_sound","trace and row correctness","557","572","16","564","572","9","7","Qed","affine_row_holds;eval_statement_tiling_base_row_sound;eval_statement_tiling_witness;lift_base_row","statement_tiling_core_sound","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_statement_tiling_access_rows_sound","trace and row correctness","574","589","16","581","589","9","7","Qed","access_row_holds;eval_statement_tiling_access_row_sound;eval_statement_tiling_witness;lift_access_row","statement_tiling_core_sound","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Theorem","statement_tiling_core_sound","trace and row correctness","591","615","25","605","615","11","9","Qed","access_row_holds;affine_row_holds;eval_statement_tiling_access_rows_sound;eval_statement_tiling_base_rows_sound;eval_statement_tiling_rows_hold;eval_statement_tiling_witness;lift_access_row;lift_base_row;statement_tiling_rows_hold","","0","","0","","no","trace and row correctness","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Definition","eval_statement_tiling_witness_with_env","environment-aware lifting","617","619","3","","","0","0","definition","eval_statement_tiling_witness;statement_tiling_witness","eval_lift_access_row_after_env;eval_lift_base_row_after_env;lift_access_row_after_env_sound;lift_base_row_after_env_sound","0","","21","./src/TilingRelation.v:184;./src/TilingRelation.v:1221;./src/TilingRelation.v:1229;./src/TilingRelation.v:1415;./src/TilingRelation.v:1635;./src/TilingRelation.v:1888;./src/TilingRelation.v:1915;./src/TilingRelation.v:1973;./src/TilingRelation.v:1996;./src/TilingRelation.v:2135;./src/TilingRelation.v:2645;./src/TilingRelation.v:4402;./src/TilingRelation.v:4608;./src/TilingRelation.v:4817;./src/TilingRelation.v:4835;./src/TilingRelation.v:5056;./src/TilingRelation.v:5150;./src/TilingRelation.v:5185;./src/TilingRelation.v:5599;./src/PointWitness.v:180;./src/PointWitness.v:186","yes","environment-aware lifting","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/TilingWitness.v","Lemma","eval_lift_base_row_after_env","environment-aware lifting","621","644","24","629","644","16","14","Qed","dot_product_insert_zeros_at;eval_affine;eval_statement_tiling_witness;eval_statement_tiling_witness_with_env;eval_tile_links;eval_tile_links_length;lift_base_row_after_env;lift_point","lift_base_row_after_env_sound","0","","0","","no","environment-aware lifting","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","lift_base_row_after_env_sound","environment-aware lifting","646","659","14","654","659","6","4","Qed","affine_row_holds;eval_lift_base_row_after_env;eval_statement_tiling_witness_with_env;lift_base_row_after_env","","0","","0","","no","environment-aware lifting","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","eval_lift_access_row_after_env","environment-aware lifting","661","685","25","670","685","16","14","Qed","dot_product_insert_zeros_at;eval_access_row;eval_statement_tiling_witness;eval_statement_tiling_witness_with_env;eval_tile_links;eval_tile_links_length;lift_access_row_after_env;lift_point","lift_access_row_after_env_sound","0","","0","","no","environment-aware lifting","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/TilingWitness.v","Lemma","lift_access_row_after_env_sound","environment-aware lifting","687","701","15","696","701","6","4","Qed","access_row_holds;eval_lift_access_row_after_env;eval_statement_tiling_witness_with_env;lift_access_row_after_env","","0","","0","","no","environment-aware lifting","exported API; no repository consumer found","dormant exported surface, not dead by proof","keep","none","do not delete or rename; only refactor if this API is intentionally retained"
"src/ISSBoolChecker.v","Fixpoint","ctxt_eqb","context equality","28","34","7","","","0","0","definition","","check_domain_partition_shapeb;check_domain_partition_shapeb_sound;ctxt_eqb_eq","0","","0","","yes","context equality","internal on a repository-consumed path","duplicates AffineValidator and TilingBoolChecker context equality","P1","medium","factor a shared Instr-parameterized context equality module and keep this module names as aliases/wrappers"
"src/ISSBoolChecker.v","Lemma","ctxt_eqb_eq","context equality","36","49","14","40","49","10","8","Qed","ctxt_eqb","check_domain_partition_shapeb_sound","0","","0","","yes","context equality","internal on a repository-consumed path","duplicates AffineValidator and TilingBoolChecker context equality","P1","medium","factor a shared Instr-parameterized context equality module and keep this module names as aliases/wrappers"
"src/ISSBoolChecker.v","Fixpoint","ctxt_ty_eqb","context equality","51","58","8","","","0","0","definition","","check_domain_partition_shapeb;check_domain_partition_shapeb_sound;ctxt_ty_eqb_eq","0","","0","","yes","context equality","internal on a repository-consumed path","duplicates AffineValidator and TilingBoolChecker context equality","P1","medium","factor a shared Instr-parameterized context equality module and keep this module names as aliases/wrappers"
"src/ISSBoolChecker.v","Lemma","ctxt_ty_eqb_eq","context equality","60","74","15","64","74","11","9","Qed","ctxt_ty_eqb","check_domain_partition_shapeb_sound","0","","0","","yes","context equality","internal on a repository-consumed path","duplicates AffineValidator and TilingBoolChecker context equality","P1","medium","factor a shared Instr-parameterized context equality module and keep this module names as aliases/wrappers"
"src/ISSBoolChecker.v","Fixpoint","check_parent_witnesses_in_rangeb","parent and payload checks","76","84","9","","","0","0","definition","","check_domain_partition_shapeb;check_domain_partition_shapeb_sound;check_parent_witnesses_in_rangeb_sound","0","","0","","yes","parent and payload checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_parent_witnesses_in_rangeb_sound","parent and payload checks","86","100","15","90","100","11","9","Qed","check_parent_witnesses_in_rangeb","check_domain_partition_shapeb_sound","0","","0","","yes","parent and payload checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Definition","stmt_payload_matches_witnessb","parent and payload checks","102","109","8","","","0","0","definition","","check_stmt_parent_payload_relationb;stmt_payload_matches_witnessb_sound","0","","0","","yes","parent and payload checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","stmt_payload_matches_witnessb_sound","parent and payload checks","111","123","13","115","123","9","7","Qed","stmt_payload_matches_witnessb","check_stmt_parent_payload_relationb_sound","0","","0","","yes","parent and payload checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Fixpoint","check_stmt_parent_payload_relationb","parent and payload checks","125","135","11","","","0","0","definition","stmt_payload_matches_witnessb","check_domain_partition_shapeb;check_domain_partition_shapeb_sound;check_stmt_parent_payload_relationb_sound","0","","0","","yes","parent and payload checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_stmt_parent_payload_relationb_sound","parent and payload checks","137","153","17","141","153","13","11","Qed","check_stmt_parent_payload_relationb;stmt_payload_matches_witnessb_sound","check_domain_partition_shapeb_sound","0","","0","","yes","parent and payload checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Definition","check_stmt_piece_signs_wfb","per-statement sign and domain checks","155","158","4","","","0","0","definition","","check_stmt_piece_signs_relationb;check_stmt_piece_signs_wfb_sound","0","","0","","yes","per-statement sign and domain checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_stmt_piece_signs_wfb_sound","per-statement sign and domain checks","160","170","11","164","170","7","5","Qed","check_stmt_piece_signs_wfb","check_stmt_piece_signs_relationb_sound","0","","0","","yes","per-statement sign and domain checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Fixpoint","check_stmt_piece_signs_relationb","per-statement sign and domain checks","172","180","9","","","0","0","definition","check_stmt_piece_signs_wfb","check_domain_partition_cut_shapeb;check_stmt_piece_signs_relationb_sound","0","","0","","yes","per-statement sign and domain checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_stmt_piece_signs_relationb_sound","per-statement sign and domain checks","182","196","15","186","196","11","9","Qed","check_stmt_piece_signs_relationb;check_stmt_piece_signs_wfb_sound","check_domain_partition_cut_shapeb_sound","0","","0","","yes","per-statement sign and domain checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Definition","stmt_domain_matches_cutsb","per-statement sign and domain checks","198","210","13","","","0","0","definition","","check_stmt_domain_cut_relationb;stmt_domain_matches_cutsb_sound","0","","0","","yes","per-statement sign and domain checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","stmt_domain_matches_cutsb_sound","per-statement sign and domain checks","212","227","16","216","227","12","10","Qed","stmt_domain_matches_cutsb","check_stmt_domain_cut_relationb_sound","0","","0","","yes","per-statement sign and domain checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Fixpoint","check_stmt_domain_cut_relationb","per-statement sign and domain checks","229","240","12","","","0","0","definition","stmt_domain_matches_cutsb","check_domain_partition_cut_shapeb;check_stmt_domain_cut_relationb_sound","0","","0","","yes","per-statement sign and domain checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_stmt_domain_cut_relationb_sound","per-statement sign and domain checks","242","258","17","246","258","13","11","Qed","check_stmt_domain_cut_relationb;stmt_domain_matches_cutsb_sound","check_domain_partition_cut_shapeb_sound","0","","0","","yes","per-statement sign and domain checks","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Fixpoint","sign_list_memb","sign-list set utilities","260","267","8","","","0","0","definition","","check_all_expected_sign_listsb;check_sign_list_nodupb;sign_list_memb_complete;sign_list_memb_sound","0","","0","","yes","sign-list set utilities","internal on a repository-consumed path","local list-as-set boolean utility with routine reflection proof","P1","low","optionally factor one generic membership/nodup/contains-all boolean layer after the witness equality spec is strengthened"
"src/ISSBoolChecker.v","Lemma","sign_list_memb_sound","sign-list set utilities","269","285","17","273","285","13","11","Qed","sign_list_memb","check_all_expected_sign_listsb_sound","0","","0","","yes","sign-list set utilities","internal on a repository-consumed path","local list-as-set boolean utility with routine reflection proof","P1","low","optionally factor one generic membership/nodup/contains-all boolean layer after the witness equality spec is strengthened"
"src/ISSBoolChecker.v","Lemma","iss_halfspace_sign_list_eqb_refl","sign-list set utilities","287","293","7","290","293","4","2","Qed","","sign_list_memb_complete","0","","0","","yes","sign-list set utilities","internal on a repository-consumed path","checker locally proves reflexivity missing from the witness equality API","P1","low","add an iff/spec or refl theorem beside ISSWitness.iss_halfspace_sign_list_eqb and retain this name as a wrapper"
"src/ISSBoolChecker.v","Lemma","sign_list_memb_complete","sign-list set utilities","295","312","18","299","312","14","12","Qed","iss_halfspace_sign_list_eqb_refl;sign_list_memb","check_sign_list_nodupb_sound","0","","0","","yes","sign-list set utilities","internal on a repository-consumed path","local list-as-set boolean utility with routine reflection proof","P1","low","optionally factor one generic membership/nodup/contains-all boolean layer after the witness equality spec is strengthened"
"src/ISSBoolChecker.v","Fixpoint","check_sign_list_nodupb","sign-list set utilities","314","321","8","","","0","0","definition","sign_list_memb","check_parent_sign_partitionb;check_sign_list_nodupb_sound","0","","0","","yes","sign-list set utilities","internal on a repository-consumed path","local list-as-set boolean utility with routine reflection proof","P1","low","optionally factor one generic membership/nodup/contains-all boolean layer after the witness equality spec is strengthened"
"src/ISSBoolChecker.v","Lemma","check_sign_list_nodupb_sound","sign-list set utilities","323","339","17","327","339","13","11","Qed","check_sign_list_nodupb;sign_list_memb_complete","check_parent_sign_partitionb_sound","0","","0","","yes","sign-list set utilities","internal on a repository-consumed path","local list-as-set boolean utility with routine reflection proof","P1","low","optionally factor one generic membership/nodup/contains-all boolean layer after the witness equality spec is strengthened"
"src/ISSBoolChecker.v","Fixpoint","check_all_expected_sign_listsb","sign-list set utilities","341","348","8","","","0","0","definition","sign_list_memb","check_all_expected_sign_listsb_sound;check_parent_sign_partitionb","0","","0","","yes","sign-list set utilities","internal on a repository-consumed path","local list-as-set boolean utility with routine reflection proof","P1","low","optionally factor one generic membership/nodup/contains-all boolean layer after the witness equality spec is strengthened"
