name,kind,locality,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_token_count,external_token_uses,external_qualified_count,external_qualified_uses,globally_unique,global_declarations,repository_root_candidate,repository_closure,tactics,semantic_role,canonical_owner,reachability_assessment,recommended_action,audit_note
in_poly_app,Lemma,,409,413,5,411,413,3,0,,1,in_poly,35,lib/VplInterface.v:745;src/StrengthenDomain.v:124;src/StrengthenDomain.v:136;src/TilingRelation.v:1380;src/TilingRelation.v:1406;src/TilingRelation.v:1488;src/TilingRelation.v:1547;src/TilingRelation.v:1585;src/Extractor.v:1250;src/ISSRefinement.v:649;src/ISSRefinement.v:711;src/ISSRefinement.v:809;src/PolyBase.v:598;src/PolyBase.v:650;src/PolyBase.v:711;src/PolyBase.v:750;src/PolyBase.v:856;src/PolyBase.v:908;src/PolyBase.v:966;src/PolyBase.v:1005;src/PolyBase.v:1226;src/PolyBase.v:1249;src/PolyBase.v:1278;src/PolyBase.v:1292;src/PolyBase.v:1508;src/PolyBase.v:1535;src/PolyBase.v:1556;src/PolyBase.v:1570;src/PolyBase.v:1918;src/TilingBandScheduleValidator.v:21996;src/PolyLang.v:7567;polygen/PolyTest.v:100;polygen/PolyOperations.v:607;polygen/Projection.v:254;polygen/Projection.v:504,0,,True,lib/Linalg.v:409,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",constraint/polyhedron semantics,Linalg,explicit external token use; declaration name is repository-unique,retain,Existing append law; it does not provide map or prefix inversion.
empty_poly,Definition,,415,416,2,,,0,2,null_constraint;is_empty_correct,2,polyhedron;in_poly,0,,0,,True,lib/Linalg.v:415,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",constraint/polyhedron semantics,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
empty_constraint,Definition,,417,417,1,,,0,4,null_constraint;empty_constraint_empty;is_empty;is_empty_correct,1,constraint,0,,0,,True,lib/Linalg.v:417,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",constraint/polyhedron semantics,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
null_constraint,Definition,,418,420,3,,,0,3,null_constraint;null_constraint_trivial;combine_constraints,4,constraint;empty_poly;empty_constraint;null_constraint,0,,0,,True,lib/Linalg.v:418,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",constraint/polyhedron semantics,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
empty_constraint_empty,Lemma,,422,425,4,423,425,3,1,is_empty_correct,2,satisfies_constraint;empty_constraint,0,,0,,True,lib/Linalg.v:422,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",constraint/polyhedron semantics,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
null_constraint_trivial,Lemma,,426,435,10,427,429,3,1,combine_constraints_satisfy,2,satisfies_constraint;null_constraint,0,,0,,True,lib/Linalg.v:426,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",constraint/polyhedron semantics,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_vector,Definition,,437,437,1,,,0,18,mult_constraint;mult_vector_null;mult_vector_eq_compat;mult_vector_proper;dot_product_mult_left;dot_product_mult_right;mult_nth;mult_vector_length;mult_vector_1;mult_vector_comp;mult_vector_app;mult_constraint_cst_eq;neg_constraint;add_vector_mult_distr;mult_vector_resize;mult_vector_skipn;expand_poly_eq;nrlength_mult,0,,35,lib/VplInterface.v:498;lib/VplInterface.v:501;lib/VplInterface.v:520;lib/VplInterface.v:553;lib/Heuristics.v:45;src/TilingRelation.v:187;src/TilingRelation.v:205;src/TilingRelation.v:208;src/TilingRelation.v:209;src/TilingRelation.v:849;src/TilingRelation.v:971;src/TilingRelation.v:975;src/TilingRelation.v:984;src/PolyLang.v:7026;src/PolyLang.v:7026;src/CInstr.v:333;polygen/LoopGen.v:106;polygen/LoopGen.v:230;polygen/LoopGen.v:231;polygen/Canonizer.v:144;polygen/Loop.v:278;polygen/Projection.v:33;polygen/Projection.v:36;polygen/Projection.v:146;polygen/Projection.v:159;polygen/Projection.v:172;polygen/Projection.v:416;polygen/Projection.v:416;polygen/Projection.v:439;polygen/Projection.v:545;polygen/Projection.v:573;polygen/Projection.v:593;polygen/Projection.v:690;syntax/SInstr.v:177;syntax/SInstr.v:180,0,,True,lib/Linalg.v:437,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint,Definition,,438,439,2,,,0,8,mult_constraint_cst;mult_constraint_proper;mult_constraint_eq;mult_constraint_zero;mult_constraint_pos_satisfy;mult_constraint_1;combine_constraints;is_redundant,2,constraint;mult_vector,14,lib/Heuristics.v:96;lib/Heuristics.v:96;lib/Heuristics.v:107;lib/Heuristics.v:129;lib/Heuristics.v:138;polygen/Projection.v:87;polygen/Projection.v:87;polygen/Projection.v:236;polygen/Projection.v:281;polygen/Projection.v:323;polygen/Projection.v:476;polygen/Projection.v:493;polygen/Projection.v:495;polygen/Projection.v:526,0,,True,lib/Linalg.v:438,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_cst,Definition,,440,442,3,,,0,5,mult_constraint_cst;mult_constraint_cst_1;mult_constraint_cst_eq;mult_constraint_cst_comp;expand_poly,2,mult_constraint;mult_constraint_cst,22,lib/VplInterface.v:252;lib/VplInterface.v:256;lib/VplInterface.v:536;lib/VplInterface.v:536;lib/VplInterface.v:633;lib/VplInterface.v:686;lib/VplInterface.v:714;lib/Heuristics.v:61;lib/Heuristics.v:100;lib/Heuristics.v:100;polygen/Projection.v:146;polygen/Projection.v:159;polygen/Projection.v:174;polygen/Projection.v:175;polygen/Projection.v:233;polygen/Projection.v:233;polygen/Projection.v:234;polygen/Projection.v:236;polygen/Projection.v:492;polygen/Projection.v:493;polygen/Projection.v:696;polygen/Projection.v:701,0,,True,lib/Linalg.v:440,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_vector_null,Lemma,,444,450,7,446,450,5,1,mult_vector_eq_compat,2,is_null;mult_vector,0,,0,,True,lib/Linalg.v:444,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 2, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 1, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_vector_eq_compat,Lemma,,452,461,10,454,461,8,1,mult_vector_proper,6,is_eq;is_eq_veq;is_eq_nil_left;is_eq_nil_right;mult_vector;mult_vector_null,0,,0,,True,lib/Linalg.v:452,False,False,"{""apply"": 3, ""assert"": 0, ""auto"": 3, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_vector_proper,Instance,,463,468,6,464,468,5,0,,4,veq;is_eq_veq;mult_vector;mult_vector_eq_compat,0,,0,,True,lib/Linalg.v:463,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_proper,Instance,,470,475,6,471,475,5,0,,2,ceq;mult_constraint,0,,0,,True,lib/Linalg.v:470,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",scaling vectors and constraints,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
dot_product_mult_left,Lemma,,477,485,9,479,485,7,3,dot_product_mult_right;mult_vector_app;mult_constraint_cst_eq,4,dot_product;dot_product_nil_left;dot_product_nil_right;mult_vector,10,src/TilingRelation.v:807;src/TilingRelation.v:808;src/TilingRelation.v:835;src/TilingRelation.v:836;src/TilingRelation.v:854;src/CInstr.v:597;polygen/LoopGen.v:114;polygen/LoopGen.v:240;polygen/Projection.v:153;polygen/Projection.v:166,0,,True,lib/Linalg.v:477,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 2, ""rewrite"": 3, ""ring"": 3, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
dot_product_mult_right,Lemma,,487,495,9,489,495,7,4,mult_vector_app;mult_constraint_eq;mult_constraint_zero;neg_constraint_correct,4,dot_product;dot_product_commutative;mult_vector;dot_product_mult_left,9,lib/VplInterface.v:527;lib/VplInterface.v:539;lib/VplInterface.v:636;lib/Heuristics.v:71;lib/Heuristics.v:108;polygen/Canonizer.v:143;polygen/Loop.v:496;polygen/Projection.v:227;polygen/Projection.v:495,0,,True,lib/Linalg.v:487,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_nth,Lemma,,497,502,6,499,502,4,0,,1,mult_vector,8,lib/Heuristics.v:130;lib/Heuristics.v:139;polygen/PolyOperations.v:126;polygen/Projection.v:153;polygen/Projection.v:166;polygen/Projection.v:284;polygen/Projection.v:325;polygen/Projection.v:526,0,,True,lib/Linalg.v:497,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_vector_length,Lemma,,504,508,5,506,508,3,0,,1,mult_vector,9,src/TilingRelation.v:806;src/TilingRelation.v:834;src/TilingRelation.v:978;src/TilingRelation.v:1053;src/TilingRelation.v:1089;src/PolyLang.v:7058;src/PolyLang.v:7105;polygen/Projection.v:440;polygen/Projection.v:445,0,,True,lib/Linalg.v:504,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_vector_1,Lemma,,510,514,5,512,514,3,1,mult_constraint_1,1,mult_vector,7,polygen/Projection.v:53;polygen/Projection.v:64;polygen/Projection.v:425;polygen/Projection.v:457;polygen/Projection.v:588;polygen/Projection.v:601;polygen/Projection.v:692,0,,True,lib/Linalg.v:510,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 2, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_vector_comp,Lemma,,516,521,6,518,521,4,0,,1,mult_vector,1,polygen/Projection.v:443,0,,True,lib/Linalg.v:516,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 1, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_vector_app,Lemma,,523,529,7,525,527,3,0,,3,mult_vector;dot_product_mult_left;dot_product_mult_right,3,src/TilingRelation.v:803;src/TilingRelation.v:831;polygen/Projection.v:443,0,,True,lib/Linalg.v:523,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_eq,Lemma,,531,536,6,533,536,4,2,mult_constraint_pos_satisfy;is_redundant_correct,3,satisfies_constraint;mult_constraint;dot_product_mult_right,0,,0,,True,lib/Linalg.v:531,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 1, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_zero,Lemma,,538,543,6,540,543,4,1,mult_constraint_pos_satisfy,3,satisfies_constraint;mult_constraint;dot_product_mult_right,0,,0,,True,lib/Linalg.v:538,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_pos_satisfy,Lemma,,545,552,8,547,552,6,1,combine_constraints_satisfy,4,satisfies_constraint;mult_constraint;mult_constraint_eq;mult_constraint_zero,0,,0,,True,lib/Linalg.v:545,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_1,Lemma,,554,560,7,556,560,5,0,,2,mult_constraint;mult_vector_1,0,,0,,True,lib/Linalg.v:554,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",scaling vectors and constraints,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_cst_1,Lemma,,562,566,5,564,566,3,1,expand_poly_1,1,mult_constraint_cst,2,lib/Heuristics.v:79;lib/Heuristics.v:118,0,,True,lib/Linalg.v:562,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_cst_eq,Lemma,,568,576,9,570,576,7,1,expand_poly_eq,4,satisfies_constraint;mult_vector;mult_constraint_cst;dot_product_mult_left,3,polygen/Projection.v:186;polygen/Projection.v:205;polygen/Projection.v:695,0,,True,lib/Linalg.v:568,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 1, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
mult_constraint_cst_comp,Lemma,,578,588,11,580,583,4,1,expand_poly_comp,1,mult_constraint_cst,6,polygen/Projection.v:186;polygen/Projection.v:192;polygen/Projection.v:197;polygen/Projection.v:205;polygen/Projection.v:207;polygen/Projection.v:210,0,,True,lib/Linalg.v:578,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 1, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",scaling vectors and constraints,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
neg_constraint,Definition,,589,590,2,,,0,1,neg_constraint_correct,1,mult_vector,3,polygen/PolyOperations.v:88;polygen/PolyOperations.v:126;polygen/PolyOperations.v:592,0,,True,lib/Linalg.v:589,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",constraint negation,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
neg_constraint_correct,Lemma,,591,600,10,593,597,5,0,,3,satisfies_constraint;dot_product_mult_right;neg_constraint,3,polygen/PolyOperations.v:106;polygen/PolyOperations.v:153;polygen/PolyOperations.v:605,0,,True,lib/Linalg.v:591,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 2}",constraint negation,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
add_vector,Fixpoint,,602,608,7,,,0,15,add_vector;add_vector_nil_left;add_vector_nil_right;add_vector_commutative;add_vector_null_left;add_vector_null_right;add_vector_eq_compat_left;add_vector_eq_compat_right;add_vector_proper;add_vector_mult_distr;add_vector_dot_product_distr_left;add_vector_dot_product_distr_right;add_vector_nth;add_constraint;affine_product_eq_add_vector,1,add_vector,8,src/StrengthenDomain.v:167;src/Extractor.v:729;src/Extractor.v:744;src/CInstr.v:328;src/CInstr.v:329;polygen/Loop.v:285;syntax/SInstr.v:173;syntax/SInstr.v:177,0,,True,lib/Linalg.v:602,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector/constraint addition,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
add_vector_nil_left,Lemma,,610,614,5,612,614,3,3,add_vector_nil_right;add_vector_null_left;add_vector_eq_compat_left,1,add_vector,0,,0,,True,lib/Linalg.v:610,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector/constraint addition,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
add_vector_nil_right,Lemma,,615,621,7,617,619,3,1,add_vector_nil_right,3,add_vector;add_vector_nil_left;add_vector_nil_right,0,,0,,True,lib/Linalg.v:615,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector/constraint addition,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
add_vector_commutative,Lemma,,623,630,8,625,630,6,2,add_vector_null_right;add_vector_eq_compat_right,1,add_vector,0,,0,,True,lib/Linalg.v:623,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 3, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 1, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector/constraint addition,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
add_vector_null_left,Lemma,,632,640,9,634,640,7,2,add_vector_null_right;add_vector_eq_compat_left,6,is_null;is_eq;is_eq_veq;is_eq_reflexive;add_vector;add_vector_nil_left,0,,0,,True,lib/Linalg.v:632,False,False,"{""apply"": 2, ""assert"": 0, ""auto"": 2, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector/constraint addition,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
add_vector_null_right,Lemma,,642,646,5,644,646,3,0,,5,is_null;is_eq;add_vector;add_vector_commutative;add_vector_null_left,0,,0,,True,lib/Linalg.v:642,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector/constraint addition,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
