name,kind,local,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_qualified_count,external_qualified_uses,public_root,public_closure,tactics,scope,role,canonical_owner,audit_action,audit_note,repository_reachability
validate_scalar_layout_entry_list_component_true_pair,Lemma,False,878,917,40,891,917,27,1,check_pprog_phase_scalar_components_direct_sound,3,validate_two_instr_scalar_layout_entries_component_direct;validate_scalar_layout_entry_list_component_direct;validate_scalar_layout_entry_and_list_component_true_pair,0,,False,True,"{""apply"": 2, ""assert"": 0, ""auto"": 0, ""destruct"": 4, ""eapply"": 3, ""eauto"": 1, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 3, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
validate_scalar_layout_entry_list_components_true_component,Lemma,False,919,945,27,931,945,15,1,check_pprog_phase_scalar_components_direct_sound,2,validate_scalar_layout_entry_list_component_direct;validate_scalar_layout_entry_list_components_direct_from,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 1, ""eauto"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
max_scalar_layout_length_ge_nth_error,Lemma,False,947,961,15,952,961,10,1,check_pprog_phase_scalar_components_direct_sound,1,max_scalar_layout_length,0,,False,True,"{""apply"": 2, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 2, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
scalar_aware_band_layout_eqb_refl,Lemma,False,963,973,11,966,973,8,1,check_pprog_phase_scalar_components_direct_sound,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
pinstr_list_phase_scalar_componentwise_permutable,Definition,False,975,994,20,,,0,2,check_pprog_phase_scalar_components_direct_sound;checked_tiling_sourceb_phase_scalar_direct_reordering_safe,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,componentwise permutability specification and soundness,PhaseScalar validator over Core pair checker,extract Local endpoint helper,Turns all-component Boolean success into the semantic componentwise permutability property.,dependency of external root
check_pprog_phase_scalar_components_direct_sound,Lemma,False,996,1182,187,1009,1182,174,1,checked_tiling_sourceb_phase_scalar_direct_reordering_safe,8,validate_two_instr_scalar_layout_entries_component_direct;validate_scalar_layout_entry_list_component_direct;check_pprog_phase_scalar_components_direct;validate_scalar_layout_entry_list_component_true_pair;validate_scalar_layout_entry_list_components_true_component;max_scalar_layout_length_ge_nth_error;scalar_aware_band_layout_eqb_refl;pinstr_list_phase_scalar_componentwise_permutable,0,,False,True,"{""apply"": 4, ""assert"": 13, ""auto"": 0, ""destruct"": 4, ""eapply"": 8, ""eauto"": 2, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 5, ""specialize"": 0, ""subst"": 1, ""unfold"": 7}",TilingBandPhaseScalarValidator,componentwise permutability specification and soundness,PhaseScalar validator over Core pair checker,extract Local endpoint helper,Turns all-component Boolean success into the semantic componentwise permutability property.,dependency of external root
phase_scalar_layouts,Definition,False,1184,1187,4,,,0,6,nth_error_phase_scalar_layouts;nth_error_phase_scalar_layouts_inv;phase_scalar_reversal_same_class;checked_tiling_sourceb_phase_scalar_direct;checked_tiling_sourceb_phase_scalar_direct_true_inv;checked_tiling_sourceb_phase_scalar_direct_reordering_safe,1,phase_scalar_entry,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,entry-to-layout projection,generic list map fact used by PhaseScalar,keep; consider stdlib wrapper,Projection support; inverse lemma has no repository caller.,dependency of external root
nth_error_phase_scalar_layouts,Lemma,False,1189,1200,12,1194,1200,7,2,phase_scalar_reversal_same_class;checked_tiling_sourceb_phase_scalar_direct_reordering_safe,1,phase_scalar_layouts,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 1, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,entry-to-layout projection,generic list map fact used by PhaseScalar,keep; consider stdlib wrapper,Projection support; inverse lemma has no repository caller.,dependency of external root
nth_error_phase_scalar_layouts_inv,Lemma,False,1202,1216,15,1208,1216,9,0,,1,phase_scalar_layouts,0,,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,entry-to-layout projection,generic list map fact used by PhaseScalar,preserve or remove after API decision,Exported but outside the current repository runtime/correctness closure; equivalent to an inverse nth_error/map fact.,exported; no repository caller
phase_scalar_reversal_same_class,Lemma,False,1218,1592,375,1253,1592,340,1,checked_tiling_sourceb_phase_scalar_direct_reordering_safe,11,phase_scalar_entries_consistent;phase_scalar_shape_entries;phase_scalar_shape_entries_lengths;phase_scalar_shape_entries_nth_error;schedule_head_constant_lift_sound;phase_scalar_entry_shape_head;phase_scalar_entry_shape_tiled_inv;phase_scalar_entry_target_phase_decomposition;phase_scalar_identity_entry_timestamp_eq;phase_scalar_layouts;nth_error_phase_scalar_layouts,0,,False,True,"{""apply"": 8, ""assert"": 22, ""auto"": 0, ""destruct"": 15, ""eapply"": 5, ""eauto"": 1, ""inversion"": 1, ""lia"": 2, ""nia"": 0, ""pose proof"": 7, ""repeat"": 1, ""rewrite"": 25, ""specialize"": 0, ""subst"": 0, ""unfold"": 4}",TilingBandPhaseScalarValidator,same-phase reversal classification bridge,PhaseScalar semantic bridge,extract Local endpoint observation helper,Proves a reversed pair cannot involve identity entries and exposes common tiled layout/recipe data.,dependency of external root
checked_tiling_sourceb_phase_scalar_direct,Definition,False,1594,1608,15,,,0,3,checked_tiling_sourceb_phase_scalar_direct_true_inv;checked_tiling_sourceb_phase_scalar_direct_reordering_safe;checked_tiling_sourceb_phase_scalar_direct_correct_same_ctxt,3,infer_pprog_phase_scalar_shape;check_pprog_phase_scalar_components_direct;phase_scalar_layouts,1,src/TilingBandDirectRuntime.v:131,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,public checker and semantic soundness,PhaseScalar public boundary,keep/factor locally,"Active runtime-facing checker, inversion theorem, reordering bridge, and State.eq correctness theorem.",qualified external root
checked_tiling_sourceb_phase_scalar_direct_true_inv,Lemma,False,1610,1649,40,1631,1649,19,2,checked_tiling_sourceb_phase_scalar_direct_reordering_safe;checked_tiling_sourceb_phase_scalar_direct_correct_same_ctxt,4,infer_pprog_phase_scalar_shape;check_pprog_phase_scalar_components_direct;phase_scalar_layouts;checked_tiling_sourceb_phase_scalar_direct,1,src/TilingBandDirectRuntime.v:202,True,True,"{""apply"": 2, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",TilingBandPhaseScalarValidator,public checker and semantic soundness,PhaseScalar public boundary,keep/factor locally,"Active runtime-facing checker, inversion theorem, reordering bridge, and State.eq correctness theorem.",qualified external root
checked_tiling_sourceb_phase_scalar_direct_reordering_safe,Lemma,False,1651,1886,236,1667,1886,220,1,checked_tiling_sourceb_phase_scalar_direct_correct_same_ctxt,11,phase_scalar_shape_entries_lengths;phase_scalar_shape_entries_nth_error;infer_pprog_phase_scalar_shape_sound;phase_scalar_entry_shape_tiled_inv;pinstr_list_phase_scalar_componentwise_permutable;check_pprog_phase_scalar_components_direct_sound;phase_scalar_layouts;nth_error_phase_scalar_layouts;phase_scalar_reversal_same_class;checked_tiling_sourceb_phase_scalar_direct;checked_tiling_sourceb_phase_scalar_direct_true_inv,0,,False,True,"{""apply"": 0, ""assert"": 12, ""auto"": 0, ""destruct"": 7, ""eapply"": 4, ""eauto"": 3, ""inversion"": 2, ""lia"": 0, ""nia"": 0, ""pose proof"": 5, ""repeat"": 0, ""rewrite"": 11, ""specialize"": 0, ""subst"": 3, ""unfold"": 3}",TilingBandPhaseScalarValidator,public checker and semantic soundness,PhaseScalar public boundary,keep/factor locally,"Active runtime-facing checker, inversion theorem, reordering bridge, and State.eq correctness theorem.",dependency of external root
checked_tiling_sourceb_phase_scalar_direct_correct_same_ctxt,Lemma,False,1888,1928,41,1907,1928,22,0,,3,checked_tiling_sourceb_phase_scalar_direct;checked_tiling_sourceb_phase_scalar_direct_true_inv;checked_tiling_sourceb_phase_scalar_direct_reordering_safe,1,src/TilingBandDirectRuntime.v:457,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 2, ""eauto"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,public checker and semantic soundness,PhaseScalar public boundary,keep/factor locally,"Active runtime-facing checker, inversion theorem, reordering bridge, and State.eq correctness theorem.",qualified external root
